mode,instanceId,expectedTruthfulReward,expectedShortcutReward,expectedRewardGap
baseline,925,1014084.000000,705882.000000,308202.0
psi=0.05,925,1062675.600000,785293.800000,277381.80000000016
psi=0.10,925,1111267.200000,864705.600000,246561.6000000001
psi=0.20,925,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,925,1305633.600000,1182352.800000,123280.80000000028
baseline,926,1257352.500000,1033536.375000,223816.125
psi=0.05,926,1281617.250000,1080182.737500,201434.51249999995
psi=0.10,926,1305882.000000,1126829.100000,179052.8999999999
psi=0.20,926,1354411.500000,1220121.825000,134289.6749999998
psi=0.30,926,1402941.000000,1313414.550000,89526.44999999995
baseline,927,1257352.500000,1014084.000000,243268.5
psi=0.05,927,1281617.250000,1062675.600000,218941.6499999999
psi=0.10,927,1305882.000000,1111267.200000,194614.7999999998
psi=0.20,927,1354411.500000,1208450.400000,145961.1000000001
psi=0.30,927,1402941.000000,1305633.600000,97307.3999999999
baseline,928,1014084.000000,1014084.000000,0.0
psi=0.05,928,1062675.600000,1062675.600000,0.0
psi=0.10,928,1111267.200000,1111267.200000,0.0
psi=0.20,928,1208450.400000,1208450.400000,0.0
psi=0.30,928,1305633.600000,1305633.600000,0.0
baseline,929,1014084.000000,1161290.000000,-147206.0
psi=0.05,929,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,929,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,929,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,929,1305633.600000,1364516.000000,-58882.39999999991
baseline,930,885245.250000,885245.250000,0.0
psi=0.05,930,946720.725000,946720.725000,0.0
psi=0.10,930,1008196.200000,1008196.200000,0.0
psi=0.20,930,1131147.150000,1131147.150000,0.0
psi=0.30,930,1254098.100000,1254098.100000,0.0
baseline,931,1257352.500000,1033536.375000,223816.125
psi=0.05,931,1281617.250000,1080182.737500,201434.51249999995
psi=0.10,931,1305882.000000,1126829.100000,179052.8999999999
psi=0.20,931,1354411.500000,1220121.825000,134289.6749999998
psi=0.30,931,1402941.000000,1313414.550000,89526.44999999995
baseline,932,1257352.500000,1257352.500000,0.0
psi=0.05,932,1281617.250000,1281617.250000,0.0
psi=0.10,932,1305882.000000,1305882.000000,0.0
psi=0.20,932,1354411.500000,1354411.500000,0.0
psi=0.30,932,1402941.000000,1402941.000000,0.0
baseline,933,1628048.500000,439024.250000,1189024.25
psi=0.05,933,1615243.650000,545121.825000,1070121.8250000002
psi=0.10,933,1602438.800000,651219.400000,951219.4000000001
psi=0.20,933,1576829.100000,863414.550000,713414.55
psi=0.30,933,1551219.400000,1075609.700000,475609.69999999995
baseline,934,1014084.000000,885245.250000,128838.75
psi=0.05,934,1062675.600000,946720.725000,115954.875
psi=0.10,934,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,934,1208450.400000,1131147.150000,77303.25
psi=0.30,934,1305633.600000,1254098.100000,51535.5
baseline,935,1628048.500000,1014084.000000,613964.5
psi=0.05,935,1615243.650000,1062675.600000,552568.05
psi=0.10,935,1602438.800000,1111267.200000,491171.6000000001
psi=0.20,935,1576829.100000,1208450.400000,368378.7000000002
psi=0.30,935,1551219.400000,1305633.600000,245585.7999999998
baseline,936,1628048.500000,705882.000000,922166.5
psi=0.05,936,1615243.650000,785293.800000,829949.8500000002
psi=0.10,936,1602438.800000,864705.600000,737733.2000000002
psi=0.20,936,1576829.100000,1023529.200000,553299.9
psi=0.30,936,1551219.400000,1182352.800000,368866.6000000001
baseline,937,1628048.500000,885245.250000,742803.25
psi=0.05,937,1615243.650000,946720.725000,668522.925
psi=0.10,937,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,937,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,937,1551219.400000,1254098.100000,297121.2999999998
baseline,938,1628048.500000,1161290.000000,466758.5
psi=0.05,938,1615243.650000,1195161.000000,420082.65000000014
psi=0.10,938,1602438.800000,1229032.000000,373406.8000000003
psi=0.20,938,1576829.100000,1296774.000000,280055.1000000001
psi=0.30,938,1551219.400000,1364516.000000,186703.3999999999
baseline,939,1014084.000000,885245.250000,128838.75
psi=0.05,939,1062675.600000,946720.725000,115954.875
psi=0.10,939,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,939,1208450.400000,1131147.150000,77303.25
psi=0.30,939,1305633.600000,1254098.100000,51535.5
baseline,940,1014084.000000,1014084.000000,0.0
psi=0.05,940,1062675.600000,1062675.600000,0.0
psi=0.10,940,1111267.200000,1111267.200000,0.0
psi=0.20,940,1208450.400000,1208450.400000,0.0
psi=0.30,940,1305633.600000,1305633.600000,0.0
baseline,941,885245.250000,885245.250000,0.0
psi=0.05,941,946720.725000,946720.725000,0.0
psi=0.10,941,1008196.200000,1008196.200000,0.0
psi=0.20,941,1131147.150000,1131147.150000,0.0
psi=0.30,941,1254098.100000,1254098.100000,0.0
baseline,942,1014084.000000,1257352.500000,-243268.5
psi=0.05,942,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,942,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,942,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,942,1305633.600000,1402941.000000,-97307.3999999999
baseline,943,1014084.000000,1033536.375000,-19452.375
psi=0.05,943,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,943,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,943,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,943,1305633.600000,1313414.550000,-7780.949999999953
baseline,944,1741935.000000,1014084.000000,727851.0
psi=0.05,944,1717741.500000,1062675.600000,655065.8999999999
psi=0.10,944,1693548.000000,1111267.200000,582280.7999999998
psi=0.20,944,1645161.000000,1208450.400000,436710.59999999986
psi=0.30,944,1596774.000000,1305633.600000,291140.40000000014
baseline,945,1014084.000000,705882.000000,308202.0
psi=0.05,945,1062675.600000,785293.800000,277381.80000000016
psi=0.10,945,1111267.200000,864705.600000,246561.6000000001
psi=0.20,945,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,945,1305633.600000,1182352.800000,123280.80000000028
baseline,946,1014084.000000,885245.250000,128838.75
psi=0.05,946,1062675.600000,946720.725000,115954.875
psi=0.10,946,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,946,1208450.400000,1131147.150000,77303.25
psi=0.30,946,1305633.600000,1254098.100000,51535.5
baseline,947,885245.250000,705882.000000,179363.25
psi=0.05,947,946720.725000,785293.800000,161426.92500000016
psi=0.10,947,1008196.200000,864705.600000,143490.59999999998
psi=0.20,947,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,947,1254098.100000,1182352.800000,71745.30000000028
baseline,948,1628048.500000,1033536.375000,594512.125
psi=0.05,948,1615243.650000,1080182.737500,535060.9125000001
psi=0.10,948,1602438.800000,1126829.100000,475609.7000000002
psi=0.20,948,1576829.100000,1220121.825000,356707.2749999999
psi=0.30,948,1551219.400000,1313414.550000,237804.84999999986
baseline,949,1014084.000000,1014084.000000,0.0
psi=0.05,949,1062675.600000,1062675.600000,0.0
psi=0.10,949,1111267.200000,1111267.200000,0.0
psi=0.20,949,1208450.400000,1208450.400000,0.0
psi=0.30,949,1305633.600000,1305633.600000,0.0
baseline,950,1014084.000000,1257352.500000,-243268.5
psi=0.05,950,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,950,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,950,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,950,1305633.600000,1402941.000000,-97307.3999999999
baseline,951,1014084.000000,1033536.375000,-19452.375
psi=0.05,951,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,951,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,951,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,951,1305633.600000,1313414.550000,-7780.949999999953
baseline,952,885245.250000,885245.250000,0.0
psi=0.05,952,946720.725000,946720.725000,0.0
psi=0.10,952,1008196.200000,1008196.200000,0.0
psi=0.20,952,1131147.150000,1131147.150000,0.0
psi=0.30,952,1254098.100000,1254098.100000,0.0
baseline,953,1014084.000000,1014084.000000,0.0
psi=0.05,953,1062675.600000,1062675.600000,0.0
psi=0.10,953,1111267.200000,1111267.200000,0.0
psi=0.20,953,1208450.400000,1208450.400000,0.0
psi=0.30,953,1305633.600000,1305633.600000,0.0
baseline,954,1033536.375000,705882.000000,327654.375
psi=0.05,954,1080182.737500,785293.800000,294888.9375000001
psi=0.10,954,1126829.100000,864705.600000,262123.5
psi=0.20,954,1220121.825000,1023529.200000,196592.62500000012
psi=0.30,954,1313414.550000,1182352.800000,131061.75000000023
baseline,955,1014084.000000,1257352.500000,-243268.5
psi=0.05,955,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,955,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,955,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,955,1305633.600000,1402941.000000,-97307.3999999999
baseline,956,1014084.000000,1161290.000000,-147206.0
psi=0.05,956,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,956,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,956,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,956,1305633.600000,1364516.000000,-58882.39999999991
baseline,957,1014084.000000,885245.250000,128838.75
psi=0.05,957,1062675.600000,946720.725000,115954.875
psi=0.10,957,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,957,1208450.400000,1131147.150000,77303.25
psi=0.30,957,1305633.600000,1254098.100000,51535.5
baseline,958,1628048.500000,1161290.000000,466758.5
psi=0.05,958,1615243.650000,1195161.000000,420082.65000000014
psi=0.10,958,1602438.800000,1229032.000000,373406.8000000003
psi=0.20,958,1576829.100000,1296774.000000,280055.1000000001
psi=0.30,958,1551219.400000,1364516.000000,186703.3999999999
baseline,959,1628048.500000,705882.000000,922166.5
psi=0.05,959,1615243.650000,785293.800000,829949.8500000002
psi=0.10,959,1602438.800000,864705.600000,737733.2000000002
psi=0.20,959,1576829.100000,1023529.200000,553299.9
psi=0.30,959,1551219.400000,1182352.800000,368866.6000000001
baseline,960,1257352.500000,439024.250000,818328.25
psi=0.05,960,1281617.250000,545121.825000,736495.4249999999
psi=0.10,960,1305882.000000,651219.400000,654662.5999999999
psi=0.20,960,1354411.500000,863414.550000,490996.94999999995
psi=0.30,960,1402941.000000,1075609.700000,327331.30000000005
baseline,961,885245.250000,1257352.500000,-372107.25
psi=0.05,961,946720.725000,1281617.250000,-334896.5249999999
psi=0.10,961,1008196.200000,1305882.000000,-297685.79999999993
psi=0.20,961,1131147.150000,1354411.500000,-223264.3500000001
psi=0.30,961,1254098.100000,1402941.000000,-148842.8999999999
baseline,962,1014084.000000,0.000000,1014084.0
psi=0.05,962,1062675.600000,150000.000000,912675.6000000001
psi=0.10,962,1111267.200000,300000.000000,811267.2000000002
psi=0.20,962,1208450.400000,600000.000000,608450.3999999999
psi=0.30,962,1305633.600000,900000.000000,405633.6000000001
baseline,963,885245.250000,885245.250000,0.0
psi=0.05,963,946720.725000,946720.725000,0.0
psi=0.10,963,1008196.200000,1008196.200000,0.0
psi=0.20,963,1131147.150000,1131147.150000,0.0
psi=0.30,963,1254098.100000,1254098.100000,0.0
baseline,964,1014084.000000,1033536.375000,-19452.375
psi=0.05,964,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,964,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,964,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,964,1305633.600000,1313414.550000,-7780.949999999953
baseline,965,1014084.000000,705882.000000,308202.0
psi=0.05,965,1062675.600000,785293.800000,277381.80000000016
psi=0.10,965,1111267.200000,864705.600000,246561.6000000001
psi=0.20,965,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,965,1305633.600000,1182352.800000,123280.80000000028
baseline,966,1014084.000000,1014084.000000,0.0
psi=0.05,966,1062675.600000,1062675.600000,0.0
psi=0.10,966,1111267.200000,1111267.200000,0.0
psi=0.20,966,1208450.400000,1208450.400000,0.0
psi=0.30,966,1305633.600000,1305633.600000,0.0
baseline,967,1014084.000000,705882.000000,308202.0
psi=0.05,967,1062675.600000,785293.800000,277381.80000000016
psi=0.10,967,1111267.200000,864705.600000,246561.6000000001
psi=0.20,967,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,967,1305633.600000,1182352.800000,123280.80000000028
baseline,968,885245.250000,1033536.375000,-148291.125
psi=0.05,968,946720.725000,1080182.737500,-133462.01249999995
psi=0.10,968,1008196.200000,1126829.100000,-118632.90000000002
psi=0.20,968,1131147.150000,1220121.825000,-88974.67500000028
psi=0.30,968,1254098.100000,1313414.550000,-59316.44999999995
baseline,969,1741935.000000,1033536.375000,708398.625
psi=0.05,969,1717741.500000,1080182.737500,637558.7625
psi=0.10,969,1693548.000000,1126829.100000,566718.8999999999
psi=0.20,969,1645161.000000,1220121.825000,425039.1749999996
psi=0.30,969,1596774.000000,1313414.550000,283359.4500000002
baseline,970,1257352.500000,885245.250000,372107.25
psi=0.05,970,1281617.250000,946720.725000,334896.5249999999
psi=0.10,970,1305882.000000,1008196.200000,297685.79999999993
psi=0.20,970,1354411.500000,1131147.150000,223264.3500000001
psi=0.30,970,1402941.000000,1254098.100000,148842.8999999999
baseline,971,1014084.000000,885245.250000,128838.75
psi=0.05,971,1062675.600000,946720.725000,115954.875
psi=0.10,971,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,971,1208450.400000,1131147.150000,77303.25
psi=0.30,971,1305633.600000,1254098.100000,51535.5
baseline,972,1014084.000000,1033536.375000,-19452.375
psi=0.05,972,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,972,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,972,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,972,1305633.600000,1313414.550000,-7780.949999999953
baseline,973,1014084.000000,705882.000000,308202.0
psi=0.05,973,1062675.600000,785293.800000,277381.80000000016
psi=0.10,973,1111267.200000,864705.600000,246561.6000000001
psi=0.20,973,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,973,1305633.600000,1182352.800000,123280.80000000028
baseline,974,1014084.000000,580645.000000,433439.0
psi=0.05,974,1062675.600000,672580.500000,390095.1000000001
psi=0.10,974,1111267.200000,764516.000000,346751.2000000002
psi=0.20,974,1208450.400000,948387.000000,260063.3999999999
psi=0.30,974,1305633.600000,1132258.000000,173375.6000000001
baseline,975,1628048.500000,885245.250000,742803.25
psi=0.05,975,1615243.650000,946720.725000,668522.925
psi=0.10,975,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,975,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,975,1551219.400000,1254098.100000,297121.2999999998
baseline,976,1014084.000000,1033536.375000,-19452.375
psi=0.05,976,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,976,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,976,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,976,1305633.600000,1313414.550000,-7780.949999999953
baseline,977,1014084.000000,885245.250000,128838.75
psi=0.05,977,1062675.600000,946720.725000,115954.875
psi=0.10,977,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,977,1208450.400000,1131147.150000,77303.25
psi=0.30,977,1305633.600000,1254098.100000,51535.5
baseline,978,1014084.000000,1628048.500000,-613964.5
psi=0.05,978,1062675.600000,1615243.650000,-552568.05
psi=0.10,978,1111267.200000,1602438.800000,-491171.6000000001
psi=0.20,978,1208450.400000,1576829.100000,-368378.7000000002
psi=0.30,978,1305633.600000,1551219.400000,-245585.7999999998
baseline,979,1014084.000000,1257352.500000,-243268.5
psi=0.05,979,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,979,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,979,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,979,1305633.600000,1402941.000000,-97307.3999999999
baseline,980,1741935.000000,1257352.500000,484582.5
psi=0.05,980,1717741.500000,1281617.250000,436124.25
psi=0.10,980,1693548.000000,1305882.000000,387666.0
psi=0.20,980,1645161.000000,1354411.500000,290749.49999999977
psi=0.30,980,1596774.000000,1402941.000000,193833.00000000023
baseline,981,885245.250000,1741935.000000,-856689.75
psi=0.05,981,946720.725000,1717741.500000,-771020.7749999999
psi=0.10,981,1008196.200000,1693548.000000,-685351.7999999999
psi=0.20,981,1131147.150000,1645161.000000,-514013.84999999986
psi=0.30,981,1254098.100000,1596774.000000,-342675.90000000014
baseline,982,885245.250000,1033536.375000,-148291.125
psi=0.05,982,946720.725000,1080182.737500,-133462.01249999995
psi=0.10,982,1008196.200000,1126829.100000,-118632.90000000002
psi=0.20,982,1131147.150000,1220121.825000,-88974.67500000028
psi=0.30,982,1254098.100000,1313414.550000,-59316.44999999995
baseline,983,1741935.000000,1033536.375000,708398.625
psi=0.05,983,1717741.500000,1080182.737500,637558.7625
psi=0.10,983,1693548.000000,1126829.100000,566718.8999999999
psi=0.20,983,1645161.000000,1220121.825000,425039.1749999996
psi=0.30,983,1596774.000000,1313414.550000,283359.4500000002
